u,i,ts
17,80,31060
22,34,31060
8,111,31060
73,91,31060
18,66,31080
17,80,31080
8,111,31080
73,91,31080
8,111,31100
8,55,31100
85,102,31100
85,5,31100
18,66,31120
102,85,31120
29,40,31120
56,8,31120
85,5,31120
17,80,31140
111,8,31140
56,8,31140
18,66,31180
18,24,31180
8,55,31180
29,40,31180
44,92,31180
50,84,31200
64,34,31200
40,19,31220
37,85,31220
56,8,31220
18,66,31240
91,79,31240
85,36,31240
8,55,31240
18,66,31260
84,46,31260
47,0,31260
79,91,31260
56,8,31260
8,55,31280
41,28,31280
11,0,31280
11,42,31280
48,46,31300
111,55,31300
64,34,31300
56,8,31300
56,111,31320
15,42,31340
50,84,31340
50,85,31340
8,111,31340
87,32,31340
56,111,31340
17,80,31360
50,84,31360
87,32,31360
84,85,31360
83,33,31360
56,111,31360
50,85,31380
87,32,31380
83,69,31380
56,8,31380
15,42,31400
50,85,31400
84,85,31400
50,83,31420
58,53,31420
65,33,31420
87,32,31420
111,8,31440
111,55,31440
84,85,31440
8,55,31440
50,85,31460
84,85,31460
86,34,31460
8,55,31460
41,96,31460
50,85,31480
58,53,31480
64,38,31480
8,111,31480
8,55,31480
84,85,31480
41,96,31480
98,33,31500
50,85,31520
98,64,31520
84,85,31520
87,32,31520
8,111,31520
8,55,31520
73,91,31520
50,85,31540
58,83,31540
98,64,31540
91,73,31540
56,111,31540
111,8,31540
50,85,31560
100,71,31560
58,36,31560
58,83,31560
29,96,31560
56,111,31560
56,8,31560
73,91,31560
111,8,31560
50,85,31580
91,73,31580
17,80,31600
50,85,31600
97,56,31600
8,111,31600
8,55,31600
85,84,31600
17,80,31620
50,85,31620
98,33,31620
21,59,31620
91,73,31620
85,84,31620
17,80,31640
50,85,31640
98,33,31640
98,64,31640
65,33,31640
21,59,31640
84,85,31640
83,39,31640
98,64,31660
64,2,31660
64,34,31660
39,2,31660
61,32,31660
34,93,31660
41,96,31660
73,91,31660
0,2,31660
77,87,31680
98,45,31680
58,36,31680
50,85,31700
98,33,31700
98,45,31700
21,59,31700
84,85,31700
34,93,31700
50,85,31720
98,33,31720
102,8,31720
22,39,31720
8,2,31720
7,0,31720
34,93,31720
60,20,31720
50,85,31740
102,8,31740
65,45,31740
21,59,31740
22,53,31740
58,36,31760
84,85,31760
50,85,31780
21,59,31780
34,93,31780
44,92,31780
58,36,31780
33,60,31780
50,85,31800
77,2,31800
58,36,31800
67,79,31800
88,91,31800
22,53,31800
87,2,31800
84,85,31800
33,60,31800
50,85,31820
58,36,31820
92,43,31820
34,93,31820
33,60,31820
50,84,31840
50,8,31840
58,36,31840
22,27,31840
87,2,31840
84,85,31840
34,93,31840
50,85,31860
98,33,31860
102,8,31860
22,68,31860
59,24,31860
34,93,31860
50,85,31880
98,33,31880
58,36,31880
34,93,31880
84,85,31880
50,84,31900
50,85,31900
58,36,31900
111,34,31900
92,43,31900
50,84,31920
58,36,31920
88,73,31920
73,55,31920
64,34,31940
58,36,31940
50,8,31960
50,85,31960
92,43,31960
50,85,31980
58,36,31980
97,0,31980
84,85,31980
50,84,32000
50,85,32000
77,87,32000
58,36,32000
65,33,32000
64,34,32000
21,59,32000
77,8,32020
65,33,32020
64,34,32020
58,36,32020
50,85,32040
77,8,32040
64,38,32040
39,34,32040
34,93,32040
85,84,32040
58,36,32040
50,85,32060
77,8,32060
64,34,32060
64,38,32060
84,85,32060
39,34,32060
58,36,32060
77,8,32080
77,8,32100
64,34,32100
39,34,32100
50,84,32120
50,85,32120
64,34,32120
87,11,32120
39,34,32120
73,55,32120
85,84,32120
50,84,32140
77,8,32140
92,43,32140
87,11,32140
39,34,32140
56,73,32140
77,8,32160
39,63,32180
50,84,32180
77,8,32180
64,34,32180
77,8,32200
77,8,32220
64,34,32220
39,34,32220
50,85,32240
58,36,32240
64,34,32240
64,38,32240
39,34,32240
56,73,32240
64,34,32280
50,84,32300
56,73,32300
8,3,32320
58,36,32320
64,38,32340
50,84,32360
64,34,32360
91,76,32360
8,3,32360
64,34,32380
64,38,32380
50,84,32400
64,34,32400
64,38,32400
64,34,32420
64,38,32420
22,27,32420
58,36,32440
64,38,32440
22,27,32440
22,27,32460
58,8,32480
64,34,32480
39,34,32480
8,34,32480
39,63,32500
12,106,32500
77,40,32500
8,57,32500
39,34,32520
39,63,32520
12,106,32520
77,40,32520
64,34,32520
44,92,32520
77,40,32540
102,83,32540
64,34,32540
92,43,32540
39,34,32540
58,8,32560
64,34,32560
58,8,32580
64,34,32580
64,38,32580
102,83,32600
58,8,32620
64,38,32640
58,8,32660
58,8,32680
39,34,32700
37,83,32720
39,34,32760
64,34,32760
50,84,32780
64,34,32780
39,34,32780
64,34,32800
64,34,32820
39,53,32880
50,84,32980
50,84,33140
80,111,33140
64,34,33140
41,36,33140
12,106,33180
50,84,33180
50,84,33200
12,106,33220
50,84,33220
41,36,33220
12,106,33240
50,84,33240
41,36,33240
50,84,33260
100,71,33260
41,36,33260
50,84,33280
64,34,33280
41,36,33280
50,84,33300
41,36,33300
12,106,33320
50,84,33320
22,27,33320
50,84,33340
41,36,33340
50,84,33360
41,36,33360
50,84,33380
41,36,33380
50,84,33400
41,36,33400
50,84,33420
41,36,33420
98,70,33440
48,36,33440
41,36,33440
12,106,33480
29,40,33500
39,53,33580
77,40,33600
77,28,33600
29,40,33600
77,40,33620
77,28,33620
29,40,33620
77,28,33640
29,40,33640
29,40,33660
39,53,33680
22,27,33700
41,36,33700
50,84,33720
41,36,33720
41,36,33740
77,102,33760
41,36,33760
41,36,33780
41,36,33800
50,84,33820
41,36,33820
50,84,33840
41,36,33840
50,84,33860
64,34,33860
41,36,33860
64,34,33880
41,36,33880
64,34,33900
41,36,33900
41,36,33920
41,36,33940
41,36,33960
28,20,33980
41,36,33980
41,36,34000
41,36,34020
102,51,34040
64,34,34040
64,34,34060
41,36,34060
41,36,34080
102,51,34120
41,43,34120
41,83,34120
102,51,34140
102,51,34160
41,43,34160
102,51,34180
102,51,34200
41,36,34200
102,51,34220
102,51,34240
28,20,34240
28,20,34260
21,27,34280
44,83,34280
98,5,34300
21,27,34300
64,34,34340
64,34,34360
64,34,34380
64,34,34400
106,34,34500
64,34,34520
91,73,34600
29,43,34600
29,43,34640
29,43,34660
29,43,34680
29,43,34720
29,43,34760
29,43,34780
80,24,34800
29,43,34800
44,28,34860
29,43,34920
91,73,35080
67,51,35120
47,83,35120
54,26,35160
54,26,35180
100,21,35240
44,111,35240
54,94,35240
100,21,35260
98,64,35260
29,111,35260
29,43,35260
98,64,35280
39,53,35280
71,83,35280
50,84,35300
62,53,35300
98,64,35300
62,53,35320
97,0,35340
64,34,35340
44,111,35340
44,28,35340
39,53,35360
29,43,35360
44,111,35360
50,84,35400
44,111,35400
50,84,35440
29,43,35440
29,43,35460
44,111,35500
44,111,35520
39,53,35580
86,34,35600
86,34,35620
86,34,35640
83,70,35640
86,34,35660
39,53,35800
22,27,35920
22,27,35940
39,53,35940
22,27,35960
39,36,35960
39,53,35960
22,27,36040
106,96,36060
67,59,36060
67,11,36060
92,24,36060
39,28,36060
39,35,36060
14,20,36060
17,66,36080
91,73,36080
39,28,36080
39,35,36080
17,11,36100
17,100,36100
106,79,36100
22,27,36100
39,28,36100
91,59,36120
100,71,36140
21,59,36140
79,0,36140
35,36,36140
17,80,36160
17,100,36160
100,71,36160
100,11,36160
39,53,36160
11,71,36160
11,68,36160
11,32,36160
79,0,36160
17,80,36180
100,71,36180
79,0,36180
57,95,36180
79,0,36200
52,111,36200
22,38,36220
86,36,36220
79,0,36220
29,31,36240
79,0,36240
52,111,36240
60,19,36240
41,41,36260
79,0,36260
20,21,36280
21,41,36280
85,0,36280
79,0,36280
52,111,36280
53,0,36280
17,80,36300
72,31,36300
91,0,36300
52,31,36300
79,0,36300
49,104,36320
72,51,36320
72,31,36320
91,79,36320
91,0,36320
79,0,36320
42,36,36320
91,79,36340
42,36,36340
106,104,36360
91,79,36360
91,0,36360
39,28,36360
79,0,36360
42,36,36360
91,79,36380
91,0,36380
79,0,36380
42,36,36380
91,0,36400
85,41,36400
79,0,36400
42,36,36400
91,14,36420
42,36,36420
91,0,36440
47,34,36440
32,27,36440
42,36,36440
17,32,36460
8,7,36460
8,55,36460
32,71,36460
8,55,36480
8,55,36500
60,28,36500
42,36,36500
80,47,36520
86,41,36520
42,36,36520
62,94,36540
8,55,36540
7,56,36540
42,36,36540
102,73,36560
91,0,36560
8,55,36560
73,0,36560
42,36,36560
62,94,36580
91,73,36580
8,55,36580
42,36,36580
91,27,36600
91,73,36600
8,55,36600
32,71,36600
42,36,36600
42,36,36620
42,36,36640
102,79,36680
91,79,36680
39,27,36680
85,32,36680
28,31,36680
106,104,36700
29,40,36700
94,34,36700
42,0,36700
40,34,36720
106,104,36720
29,40,36720
94,34,36720
50,41,36740
50,11,36740
106,104,36740
102,73,36740
29,40,36740
28,31,36740
106,104,36760
41,28,36760
85,32,36760
106,104,36780
98,64,36780
102,73,36780
56,8,36780
72,31,36780
106,104,36800
22,27,36800
0,2,36800
40,84,36820
106,104,36820
102,73,36820
0,2,36820
40,84,36840
102,73,36840
65,45,36840
22,27,36840
42,36,36840
97,91,36860
102,73,36860
85,32,36860
35,53,36860
98,45,36880
97,91,36880
102,73,36880
65,45,36880
42,36,36880
106,104,36900
97,91,36900
39,34,36900
85,32,36900
11,55,36900
42,36,36900
97,91,36920
42,36,36920
97,91,36940
64,31,36940
39,34,36940
85,32,36940
42,36,36940
83,68,36960
85,32,36960
42,36,36960
102,73,36980
64,28,36980
41,55,36980
102,73,37000
64,34,37000
83,68,37000
85,32,37000
28,31,37000
35,20,37000
42,36,37000
12,46,37020
64,34,37020
42,36,37020
49,94,37040
22,27,37040
59,94,37040
85,32,37040
32,1,37040
42,36,37040
49,94,37060
50,41,37060
102,73,37060
42,36,37060
102,73,37080
87,8,37080
83,68,37080
60,20,37080
39,34,37080
32,1,37080
42,36,37080
50,41,37100
104,97,37100
8,2,37100
8,87,37100
28,31,37100
32,1,37100
50,41,37120
64,34,37120
87,8,37120
87,2,37120
8,2,37120
85,84,37120
32,1,37120
87,8,37140
87,2,37140
84,85,37140
64,38,37160
87,2,37160
87,60,37160
85,84,37160
49,94,37180
106,39,37180
104,5,37180
87,2,37180
87,60,37180
85,84,37180
12,46,37200
87,2,37200
84,85,37200
84,32,37200
85,32,37200
32,1,37200
98,45,37220
7,111,37220
32,1,37220
32,1,37240
97,91,37260
8,76,37260
42,2,37260
21,59,37280
8,76,37280
29,56,37280
85,84,37280
12,46,37300
67,38,37300
64,31,37300
84,85,37300
8,76,37300
72,31,37300
12,46,37320
48,41,37320
64,71,37320
64,31,37320
21,59,37320
11,70,37320
12,46,37340
97,91,37340
64,31,37340
91,55,37340
44,68,37340
73,79,37340
97,91,37360
102,55,37360
67,68,37360
67,43,37360
65,33,37360
64,31,37360
84,85,37360
44,68,37360
50,83,37380
97,91,37380
67,68,37380
64,31,37380
32,71,37380
67,68,37400
65,33,37400
64,31,37400
39,34,37400
41,94,37400
97,91,37420
102,55,37420
67,68,37420
64,31,37420
91,55,37420
11,70,37420
39,34,37420
97,91,37440
20,36,37440
53,2,37440
44,68,37440
33,41,37440
67,68,37460
35,2,37460
12,46,37480
97,91,37480
64,31,37480
64,34,37480
85,32,37480
67,8,37500
64,31,37500
29,8,37500
85,32,37500
72,31,37500
12,46,37520
67,8,37520
67,10,37520
64,31,37520
29,33,37520
85,32,37520
12,46,37540
67,5,37540
64,31,37540
8,33,37540
50,84,37560
64,31,37560
12,46,37580
64,71,37580
64,31,37580
32,71,37580
62,94,37600
50,84,37600
39,34,37600
50,84,37620
50,84,37640
104,58,37640
64,31,37640
85,32,37640
50,84,37660
97,91,37660
91,73,37660
29,40,37660
85,32,37660
50,84,37680
85,32,37680
50,84,37700
48,41,37700
100,91,37700
97,91,37700
39,34,37700
85,32,37700
40,68,37720
50,84,37720
67,111,37720
64,31,37720
85,32,37720
12,46,37740
50,84,37740
97,91,37740
67,111,37740
85,32,37740
11,70,37740
49,58,37760
50,84,37760
67,111,37760
39,34,37760
85,32,37760
50,84,37780
97,91,37780
29,40,37780
29,10,37780
34,76,37780
50,84,37800
102,55,37800
67,111,37800
85,32,37800
45,41,37800
50,84,37820
97,91,37820
67,111,37820
7,111,37820
41,33,37820
50,84,37840
102,55,37840
102,73,37840
67,5,37840
91,73,37840
7,111,37840
7,3,37840
41,10,37840
85,32,37840
45,41,37840
97,91,37860
102,73,37860
64,31,37860
91,73,37860
39,34,37860
29,2,37860
85,32,37860
34,40,37860
97,91,37880
102,55,37880
64,31,37880
8,41,37880
7,111,37880
39,69,37880
77,2,37900
102,55,37900
67,7,37900
67,5,37900
64,40,37900
64,31,37900
7,111,37900
41,1,37900
41,31,37900
34,76,37900
34,0,37900
97,91,37920
102,55,37920
102,73,37920
67,7,37920
67,5,37920
41,31,37920
44,28,37920
70,94,37920
42,8,37920
97,91,37940
102,55,37940
67,5,37940
7,111,37940
41,31,37940
85,32,37940
34,0,37940
76,0,37940
98,33,37960
97,91,37960
102,55,37960
67,5,37960
7,111,37960
34,0,37960
60,46,37960
8,41,37960
40,96,37980
102,55,37980
102,73,37980
60,46,37980
97,91,38000
102,55,38000
102,73,38000
7,111,38000
60,46,38000
41,2,38000
45,41,38000
77,2,38020
102,55,38020
102,73,38020
67,85,38020
67,32,38020
8,41,38020
85,32,38020
60,46,38020
41,31,38020
77,2,38040
102,55,38040
20,96,38040
41,31,38040
98,76,38060
98,0,38060
97,91,38060
102,55,38060
102,73,38060
64,31,38060
62,94,38080
12,68,38080
77,2,38080
97,91,38080
102,73,38080
102,91,38080
67,31,38080
41,57,38080
62,94,38100
12,68,38100
58,40,38100
58,31,38100
98,76,38100
97,91,38100
102,73,38100
64,31,38100
60,46,38100
32,1,38100
97,91,38120
102,55,38120
102,73,38120
36,28,38120
41,57,38120
60,46,38120
32,1,38120
80,34,38140
58,40,38140
97,91,38140
102,55,38140
60,46,38140
32,1,38140
50,84,38160
98,0,38160
97,91,38160
102,55,38160
102,73,38160
29,35,38160
60,46,38160
32,1,38160
50,84,38180
97,91,38180
32,1,38180
50,84,38200
58,40,38200
97,91,38200
60,46,38200
32,1,38200
50,84,38220
80,34,38220
111,7,38220
64,31,38220
91,73,38220
60,46,38220
49,33,38240
50,84,38240
80,34,38240
58,40,38240
97,91,38240
64,31,38240
64,1,38240
60,46,38240
55,96,38240
73,91,38240
32,1,38240
17,34,38260
50,84,38260
80,34,38260
21,22,38260
85,8,38260
60,46,38260
55,96,38260
32,1,38260
50,84,38280
68,71,38280
21,22,38280
60,46,38280
55,96,38280
32,1,38280
50,84,38300
80,34,38300
64,31,38300
60,46,38300
55,96,38300
41,57,38300
32,71,38300
32,1,38300
33,0,38300
50,84,38320
80,34,38320
100,32,38320
98,2,38320
68,31,38320
64,1,38320
52,31,38320
32,1,38320
50,84,38340
80,34,38340
48,41,38340
68,31,38340
21,22,38340
52,31,38340
32,1,38340
42,0,38340
50,84,38360
48,41,38360
48,32,38360
100,32,38360
110,31,38360
41,57,38360
33,41,38360
48,41,38380
48,32,38380
110,31,38380
41,57,38380
39,69,38380
32,1,38380
33,41,38380
48,41,38400
48,32,38400
60,46,38400
32,1,38400
33,41,38400
48,41,38420
48,60,38420
60,46,38420
11,41,38420
76,41,38420
33,41,38420
61,41,38420
48,41,38440
48,11,38440
48,32,38440
68,31,38440
85,41,38440
60,46,38440
33,41,38440
35,8,38440
80,8,38460
48,11,38460
91,55,38460
60,46,38460
11,41,38460
55,96,38460
32,51,38460
80,8,38480
48,11,38480
58,110,38480
60,46,38480
11,41,38480
80,8,38500
48,41,38500
48,11,38500
85,41,38500
85,11,38500
60,46,38500
11,41,38500
11,32,38500
39,34,38500
55,96,38500
41,36,38500
48,11,38520
64,34,38520
29,35,38520
29,2,38520
11,41,38520
11,32,38520
55,96,38520
41,36,38520
76,41,38520
94,96,38520
61,41,38520
48,11,38540
57,20,38540
111,8,38540
50,84,38560
48,11,38560
48,32,38560
64,34,38560
8,111,38560
27,34,38560
60,46,38560
39,34,38560
41,36,38560
48,11,38580
48,32,38580
97,91,38580
64,34,38580
64,38,38580
8,111,38580
8,5,38580
11,60,38580
41,36,38580
41,31,38580
32,36,38580
50,83,38600
48,11,38600
64,34,38600
8,111,38600
41,36,38600
32,1,38600
48,32,38620
64,34,38620
8,41,38620
29,3,38620
41,36,38620
111,5,38620
76,41,38620
48,8,38640
48,32,38640
65,63,38640
87,8,38640
41,36,38640
41,31,38640
64,34,38660
41,31,38660
111,5,38660
76,41,38660
42,8,38660
48,32,38680
64,34,38680
41,36,38680
41,31,38680
52,35,38700
77,96,38700
48,32,38700
111,5,38700
68,31,38700
7,0,38700
39,34,38700
60,46,38700
41,36,38700
48,32,38720
39,34,38720
60,46,38720
85,41,38740
60,46,38740
44,57,38740
8,11,38760
60,46,38760
41,31,38780
60,46,38780
11,8,38780
39,34,38780
94,41,38780
61,41,38780
8,11,38800
60,46,38800
77,96,38820
48,39,38820
11,8,38820
76,41,38820
40,47,38840
8,11,38840
94,41,38840
61,41,38840
8,11,38860
94,41,38860
49,91,38880
77,96,38880
8,95,38880
36,51,38880
60,46,38880
13,39,38880
94,41,38880
8,11,38900
60,46,38900
8,11,38920
60,46,38920
94,41,38920
8,11,38940
36,51,38940
60,46,38940
94,41,38940
8,11,38960
36,51,38960
60,46,38960
94,41,38960
77,96,38980
8,11,38980
94,41,38980
64,34,39000
8,11,39000
60,46,39000
94,41,39000
50,84,39020
64,34,39020
8,11,39020
60,46,39020
41,36,39020
94,41,39020
50,84,39040
64,34,39040
8,11,39040
91,79,39040
94,41,39040
111,5,39040
17,55,39060
50,84,39060
100,41,39060
64,38,39060
39,34,39060
76,41,39060
62,94,39080
50,84,39080
64,38,39080
29,40,39080
11,8,39080
62,94,39100
64,34,39100
91,79,39100
8,11,39100
50,84,39120
50,84,39140
64,38,39140
8,11,39140
91,79,39140
50,84,39160
27,41,39160
55,2,39160
50,84,39180
64,38,39180
8,11,39180
91,79,39180
27,41,39180
50,84,39200
64,38,39200
8,11,39200
50,84,39220
8,11,39220
50,84,39240
8,11,39240
50,84,39260
8,11,39260
62,94,39280
50,84,39280
8,11,39280
87,2,39280
62,94,39300
50,84,39300
106,36,39300
87,2,39300
8,11,39300
7,41,39300
96,2,39300
50,84,39320
106,36,39320
64,38,39320
41,95,39320
96,2,39320
33,71,39320
62,94,39340
50,84,39340
106,36,39340
97,91,39340
64,38,39340
8,11,39340
12,106,39360
50,84,39360
97,91,39360
8,11,39360
76,41,39360
50,84,39380
77,87,39380
64,38,39380
87,2,39380
8,11,39380
50,84,39400
97,91,39400
87,2,39400
111,36,39400
62,94,39420
50,84,39420
97,91,39420
29,40,39420
50,84,39440
111,5,39440
76,41,39440
50,84,39460
64,38,39460
8,11,39460
50,84,39480
64,38,39480
76,41,39480
61,41,39480
50,84,39500
77,2,39500
100,41,39500
7,41,39500
11,8,39500
50,84,39520
77,2,39520
100,60,39520
8,11,39520
7,41,39520
29,40,39520
33,71,39520
50,84,39540
8,11,39540
29,40,39540
50,84,39560
50,92,39560
8,11,39560
7,41,39560
33,71,39560
62,94,39580
50,84,39580
87,96,39580
8,11,39580
7,41,39580
41,28,39580
50,84,39600
79,59,39600
11,8,39600
50,84,39620
64,38,39620
8,11,39620
7,41,39620
39,36,39620
61,41,39620
35,36,39620
50,84,39640
67,13,39640
64,38,39640
8,11,39640
7,41,39640
13,19,39640
50,84,39660
8,11,39660
7,41,39660
29,70,39660
50,84,39680
8,11,39680
79,59,39680
27,94,39680
61,41,39680
50,19,39700
97,91,39700
8,11,39700
29,40,39700
50,84,39720
48,8,39720
65,34,39720
7,41,39720
29,40,39720
11,8,39720
8,41,39720
91,73,39760
29,40,39760
80,8,39780
7,41,39780
73,91,39780
29,40,39800
29,40,39820
50,84,39840
77,8,39840
29,40,39840
80,8,39860
77,8,39860
58,110,39860
100,41,39860
91,73,39860
83,43,39860
29,40,39860
55,96,39860
80,8,39880
100,41,39880
83,43,39880
72,0,39880
39,63,39900
50,84,39900
67,11,39900
11,41,39900
55,96,39900
29,40,39920
44,36,39920
73,91,39920
41,28,39940
44,36,39940
73,91,39940
111,5,39940
98,64,39960
64,34,39960
8,94,39960
7,41,39960
41,28,39960
44,36,39960
55,96,39960
73,91,39960
111,5,39960
91,73,39980
100,41,39980
98,64,39980
7,41,39980
64,34,40000
55,96,40000
76,32,40000
42,2,40000
37,5,40000
79,59,40020
55,96,40020
37,5,40020
55,96,40040
64,34,40060
64,34,40080
83,43,40080
50,84,40100
50,84,40120
100,60,40120
102,55,40120
64,38,40120
39,34,40120
50,84,40140
102,55,40140
47,71,40140
48,8,40160
35,36,40160
60,79,40180
73,91,40180
61,41,40180
35,36,40180
97,73,40200
110,63,40200
23,36,40200
73,91,40200
61,41,40200
62,94,40220
12,106,40220
110,63,40220
97,73,40220
55,96,40220
50,84,40240
98,34,40240
110,63,40240
39,34,40240
29,51,40240
55,96,40240
50,84,40260
98,38,40260
29,51,40260
39,34,40260
37,3,40260
62,94,40280
100,2,40280
82,28,40280
55,96,40280
48,41,40300
48,8,40300
100,56,40300
110,34,40300
7,2,40300
29,51,40300
76,32,40300
48,8,40320
110,34,40320
91,73,40320
8,41,40320
82,28,40320
48,41,40340
97,91,40340
8,41,40340
82,28,40340
29,51,40340
52,40,40340
53,26,40340
91,73,40360
8,41,40360
29,40,40360
29,51,40360
27,52,40360
41,51,40360
76,32,40360
8,41,40380
82,40,40380
82,51,40380
29,54,40380
36,40,40380
73,91,40380
96,51,40380
48,41,40400
8,41,40400
29,96,40400
29,54,40400
55,96,40400
76,32,40400
48,41,40420
64,34,40420
8,41,40420
29,54,40420
41,96,40420
80,87,40440
48,41,40440
48,8,40440
29,54,40440
102,55,40440
64,34,40440
8,41,40440
82,51,40440
36,51,40440
44,45,40440
41,96,40440
48,41,40460
48,8,40460
110,34,40460
8,41,40460
82,51,40460
29,54,40460
61,41,40460
48,41,40480
48,8,40480
110,34,40480
8,41,40480
82,51,40480
29,54,40480
36,51,40480
76,32,40480
50,84,40500
48,41,40500
48,8,40500
8,41,40500
29,54,40500
41,96,40500
44,45,40500
77,11,40520
48,41,40520
48,8,40520
110,63,40520
110,34,40520
64,34,40520
29,54,40520
76,32,40520
50,84,40540
48,8,40540
8,41,40540
76,32,40540
50,84,40560
48,8,40560
11,70,40560
44,45,40560
96,36,40560
8,41,40560
50,84,40580
100,102,40580
110,34,40580
8,41,40580
91,59,40580
11,46,40580
76,32,40580
96,36,40580
49,33,40600
48,70,40600
48,11,40600
100,102,40600
110,34,40600
11,70,40600
8,41,40600
49,33,40620
50,110,40620
48,11,40620
65,34,40620
8,41,40620
11,70,40620
44,45,40620
76,32,40620
8,41,40640
61,41,40640
50,93,40660
97,91,40660
52,2,40660
8,41,40660
33,2,40660
50,84,40680
8,41,40680
29,54,40680
12,106,40700
49,33,40700
8,41,40700
73,91,40700
93,84,40700
33,2,40700
50,93,40720
29,54,40720
97,91,40720
64,34,40720
64,38,40720
73,91,40720
8,41,40720
33,2,40720
49,33,40740
98,34,40740
91,73,40740
8,41,40740
12,106,40760
49,33,40760
98,34,40760
64,34,40760
21,59,40760
11,70,40760
41,36,40760
8,41,40760
61,41,40760
98,34,40780
64,34,40780
64,38,40780
91,73,40780
84,52,40780
84,44,40780
7,41,40780
8,41,40780
61,41,40780
100,41,40800
98,34,40800
97,91,40800
64,34,40800
8,41,40800
7,41,40800
53,84,40800
61,41,40800
49,33,40820
106,46,40820
98,34,40820
98,63,40820
64,38,40820
8,41,40820
27,52,40820
53,84,40820
33,60,40820
49,33,40840
98,34,40840
98,38,40840
97,79,40840
97,91,40840
64,34,40840
64,38,40840
91,79,40840
92,76,40840
8,41,40840
39,34,40840
33,60,40840
49,33,40860
98,34,40860
102,55,40860
8,41,40860
52,41,40880
8,41,40880
98,64,40900
98,34,40900
98,63,40900
102,55,40900
64,34,40900
64,38,40900
21,22,40900
39,34,40900
8,41,40900
42,2,40900
98,63,40920
98,38,40920
64,38,40920
21,22,40920
39,34,40920
11,70,40920
8,41,40920
61,2,40920
49,33,40940
102,55,40940
63,28,40940
64,34,40940
7,56,40940
11,70,40940
8,41,40940
33,2,40940
65,38,40960
63,28,40960
64,34,40960
64,38,40960
21,22,40960
8,41,40960
52,41,40960
11,70,40960
33,2,40960
65,34,40980
21,59,40980
21,22,40980
11,70,40980
8,41,40980
33,2,40980
98,33,41000
63,28,41000
23,20,41000
60,20,41000
8,41,41000
33,2,41000
91,60,41020
11,70,41020
8,41,41020
42,2,41020
8,41,41040
47,111,41040
64,34,41060
39,34,41060
11,70,41060
8,41,41060
102,55,41080
63,28,41080
64,38,41080
8,41,41080
61,2,41080
100,7,41100
64,38,41100
91,79,41100
11,70,41100
61,2,41100
63,28,41120
64,34,41120
64,38,41120
39,34,41120
79,91,41120
102,55,41140
63,28,41140
64,34,41140
64,38,41140
21,22,41140
84,46,41140
39,34,41140
11,70,41140
47,73,41140
49,104,41160
63,28,41160
64,38,41160
39,34,41160
11,70,41160
61,41,41160
64,38,41180
21,22,41180
59,39,41180
39,34,41180
44,73,41180
63,28,41200
64,34,41200
64,38,41200
59,39,41200
39,34,41200
36,46,41200
11,70,41200
49,104,41220
97,91,41220
64,34,41220
64,38,41220
84,43,41220
39,34,41220
11,70,41220
100,60,41240
64,34,41240
91,79,41240
91,73,41240
36,28,41240
11,70,41240
33,2,41240
97,91,41260
64,34,41260
87,60,41260
8,28,41260
11,70,41260
44,84,41260
61,2,41260
50,38,41280
87,60,41280
84,43,41280
39,34,41280
11,70,41280
100,70,41300
91,19,41300
91,73,41300
87,60,41300
11,70,41300
71,11,41320
8,40,41320
64,34,41340
91,73,41340
8,40,41340
41,36,41340
92,43,41360
87,60,41360
8,40,41360
11,70,41360
64,34,41380
64,34,41400
64,34,41420
8,95,41420
29,6,41420
12,8,41440
67,69,41440
11,70,41440
29,6,41440
12,8,41460
39,95,41460
29,6,41460
29,6,41480
11,70,41480
48,41,41500
11,70,41500
12,8,41520
11,70,41540
48,41,41560
67,5,41560
29,6,41560
11,70,41560
67,51,41580
11,96,41600
11,96,41660
11,96,41700
37,40,41700
11,96,41720
11,55,41720
11,96,41740
41,36,41740
11,96,41760
12,8,41760
110,40,41760
11,96,41780
11,96,41800
6,41,41820
42,6,41840
42,6,41880
42,6,41900
29,35,41900
42,6,41920
29,35,41920
42,6,41940
29,35,41940
42,6,41960
36,28,41960
6,41,41980
42,6,42000
42,6,42020
6,41,42040
11,96,42060
42,6,42060
6,41,42080
6,41,42100
11,55,42120
6,41,42120
56,11,42140
6,41,42140
11,55,42160
42,6,42200
11,55,42200
6,41,42220
11,96,42240
11,55,42240
42,6,42240
96,7,42240
11,55,42260
11,55,42280
11,55,42300
11,55,42320
12,8,42320
11,55,42360
11,8,42380
8,7,42380
62,94,42380
106,110,42380
11,8,42400
8,0,42400
62,94,42420
8,11,42420
8,0,42420
96,41,42420
11,8,42440
37,40,42460
11,8,42480
11,55,42480
8,0,42500
62,94,42560
8,0,42580
8,11,42620
11,55,42620
11,71,42640
11,55,42640
7,0,42640
64,102,42660
12,106,42700
106,12,42860
11,71,42860
106,12,42900
106,12,42920
106,12,42940
106,12,42980
8,71,43160
37,40,43160
12,106,43220
8,7,43280
64,102,43380
102,63,43880
41,36,44540
3,5,44920
21,22,46420
111,8,47740
111,8,49560
94,7,52700
62,94,53380
3,5,54840
50,84,57460
7,0,86360
7,0,86380
7,83,86380
63,7,86520
7,0,86520
0,7,86580
111,7,86580
111,5,86600
77,7,86600
7,0,86620
77,7,86640
111,5,86680
3,5,86680
111,5,86740
83,0,86740
111,5,86880
0,77,86880
77,7,86900
83,7,86920
77,7,86920
111,5,86940
111,5,86960
